topic;words;themes;category;primitives
266;"['verkoren' 'plaats' 'burgemr' 'aangesteld' 'vroedschap' 'verkooren'
 'burgermr' 'dirk' 'classis' 'uit' 'thesaurier' 'dr' 'nominatie'
 'swalmius' 'vergadering' 'aanstelling' 'mirel' 'regeerende' 'poortermans'
 'hendrik' 'verkiezen' 'demissie' 'burgemeester' 'verkiezing' 'beedigt'
 'roest' 'aangestelt' 'raad' 'magistraat' 'burgermeester' 'naam' 'adriaan'
 'advocaat' 'vermits' 'fauvarcq' 'daartoe' 'oudste' 'sonnemans' 'gem'
 'plaatze' 'leendert' 'burgem' 'geeligeert' 'predikanten' 'hogendijk'
 'verzogt' 'joh' 'mirell' 'na' 'regeering']";266. Administrative appointments;3;126
267;"['balliuw' 'ruard' 'leenmannen' 'voorne' 'putten' 'vierschaar' 'zulx'
 'deezen' 'placcaat' 'strandrooff' 'parthijen' 'brielle' 'buiten'
 'dagvaardingen' 'zeevonden' 'misdaad' 'overigheid' 'judicatuure' 'lande'
 'vonnissen' 'swartewaal' 'ingezetenen' 'souvrain' 'briell' 'bepaalt'
 'huisluiden' 'geervliet' 'gedaan' 'derzelver' 'zaaken' 'einde' 'saaken'
 'crimineele' 'gedagvaart' 'koornmarkt' 'dewijl' 'uit' 'off' 'zodanige'
 'offschoon' 'luiden' 'rentmr' 'sustenue' 'heid' 'jurisdictie' 'lankhorst'
 'daarvan' 'raade' 'bovengemelde' 'waarom']";267. Legal matters and jurisdiction;3;126
268;"['hendrik' 'willem' 'nicolaas' 'jacob' 'abraham' 'corn' 'adriaan'
 'verkooren' 'erfstadhouder' 'daniel' 'dirk' 'hend' 'aangesteld'
 'johannes' 'cornelis' 'verkoren' 'gerard' 'joh' 'prinse' 'geeligeert'
 'sonnemans' 'jacobus' 'arnoldus' 'mr' 'frederik' 'besemer' 'johan'
 'boonheeren' 'gerrart' 'christiaan' 'oud' 'scheepenen' 'anthonij'
 'gerrit' 'theodorus' 'aangestelt' 'leendert' 'nominatie' 'dr'
 'verkiezing' 'regeerende' 'doorl' 'thesoriers' 'plaats' 'prins'
 'couwenhoven' 'jan' 'hubert' 'samuel' 'stadhouder']";268. Appointments and functions;3;125
269;"['doge' 'venetien' 'vercoren' 'senaet' 'romeijn' 'roome' 'succederen'
 'blijtschaep' 'vreucht' 'paus' 'innocentius' 'teeckenen' 'plaetse'
 'francisco' 'pausdom' 'hertoch' 'heijlicheijt' 'doorluchtich'
 'regieringhe' 'blijdtschaep' 'edelen' 'regierde' 'republicke'
 'duijtslandt' 'clemens' 'jaere' 'vermaerden' 'genua' 'italien'
 'gregorius' 'republique' 'galleijen' 'jerusolem' 'napels' 'cardinael'
 'pausen' 'vreuchde' 'cardinaelen' 'frederick' 'ghecroont' 'ghecoren'
 'sicilien' 'princen' 'sijnen' 'legaet' 'keijser' 'romeijnen' 'roomen'
 'hertochdom' 'sijnde']";269. Popes and religion;8;124
270;"['vasten' 'vleesch' 'gebruyk' 'zondagen' 'uytgenomen' 'toegelaeten' 'eten'
 'vrydag' 'geoorloft' 'eyeren' 'aenstaenden' 'zaterdag' 'bouillon' 'dags'
 'vet' 'woensdag' 'bulle' 'mandement' 'maeltyd' 'derven' 'gebruyken'
 'weke' 'geloovige' 'feestdagen' 'verplicht' 'visch' 'sondagh' 'onthouden'
 'eetwaeren' 'uijtgenomen' 'altyd' 'donderdag' 'verboden' 'zondag' 'dagen'
 'palm' 'beginnen' 'zal' 'aenstaende' 'sondag' 'onderscheyd' 'schikkingen'
 'zullen' 'asch' 'gesmolten' 'elken' 'nogtans' 'geboden' 'paesschen'
 'behelst']";270. Food and religious precepts;4;123
271;"['bedijking' 'middelharnas' 'goedereede' 'omslag' 'ingelanden' 'duisent'
 'haven' 'kosten' 'verbetering' 'paalen' 'eijgendom' 'fondsen' 'besteet'
 'octroij' 'capitaal' 'jaarlijks' 'besteed' 'somma' 'supplianten' 'lengte'
 'kunnen' 'betaling' 'gedane' 'buiten' 'staat' 'vereischt' 'nodige'
 'intrest' 'einde' 'roeden' 'dijken' 'plaat' 'zulx' 'gemaakt' 'offschoon'
 'gemet' 'gelegt' 'aan' 'bepaalt' 'betaalt' 'verhoogen' 'egter'
 'penningen' 'werk' 'mogte' 'behoorlijke' 'daartoe' 'bequaam' 'opmaken'
 'domeijnen']";271. Embankment and water management;3;122
272;"['commediehuijs' 'vertoont' 'aenschouwers' 'tonneel' 'commedie' 'opera'
 'daegelijcks' 'foire' 'theater' 'schouwburg' 'liefhebbers' 'gevolgt'
 'deelen' 'vrijdagmart' 'goon' 'konsten' 'representatie' 'noijt'
 'uijtvoer' 'menige' 'vertooningen' 'exercitien' 'wondere' 'eijndigen'
 'uijtgegeven' 'gesien' 'verciert' 'eenider' 'alsof' 'waterhalle'
 'vlaemsche' 'tragedie' 'sien' 'konstig' 'geduerende' 'geplaest'
 'aengenaem' 'zaeg' 'konst' 'behalvens' 'herberge' 'nogtans' 'vertooning'
 'eerstdaegs' 'naermiddag' 'daegelijks' 'daegen' 'verscheijde'
 'veroorsakt' 'verwonderinge']";272. Theater and performances;16;121
273;"['sc' 'gou' 'woert' 'xxxvi' 'dinghen' 'xxiiii' 'plach' 'haever' 'gerste'
 'terwe' 'xxxii' 'vercochten' 'iiii' 'xxv' 'wt' 'huerlien' 'alsoe'
 'dierder' 'xxx' 'broot' 'ix' 'bourghers' 'xii' 'xiiii' 'vorts' 'graen'
 'gulden' 'ghecrijghen' 'pont' 'sayde' 'iii' 'cost' 'benauden'
 'maelcontenten' 'vi' 'xxxv' 'viii' 'advenant' 'xvi' 'januario' 'xviii'
 'bruxsel' 'xxvi' 'sloech' 'dinck' 'waest' 'luttel' 'kooren' 'voer'
 'gaelt']";273. Grain trade;6;120
274;"['verhuurd' 'jongbeesten' 'eigen' 'gehuurd' 'hallum' 'wijl' 'gld' 'lijkle'
 'bokke' 'zaak' 'krijgen' 'daarvan' 'pollen' 'huis' 'daarvoor' 'huur'
 'hotze' 'maar' 'hedenmorgen' 'buiten' 'staan' 'zwager' 'thans' 'echter'
 'pondemate' 'pondem' 'waarvan' 'eigene' 'gebruiken' 'moeite' 'afspraak'
 'tjalhuizen' 'jongvee' 'daarom' 'weide' 'heb' 'naar' 'bevorens' 'geld'
 'gaarn' 'guld' 'kleine' 'tezamen' 'daartoe' 'melkvee' 'sijtze' 'gedaan'
 'gaan' 'arbeider' 'naderhand']";274. Rental and young stock;6;120
275;"['dresens' 'getrouwt' 'maria' 'gebooren' 'peter' 'vrouwe' 'geboren'
 'elisabeth' 'anna' 'margarita' 'doop' 'elisabet' 'ouderdom' 'catharina'
 'weeduwe' 'huysvrouwe' 'edelachtbare' 'gedoopt' 'dochter' 'getrout'
 'suster' 'overleeden' 'huijsvrouw' 'moeder' 'doghter' 'geelvink'
 'johanna' 'mejuffrou' 'overleede' 'huijsvrou' 'jaaren' 'bewinthebber'
 'do' 'oudt' 'edl' 'out' 'marie' 'vrou' 'margareta' 'mevrouwe' 'gestorven'
 'oostindise' 'swager' 'oud' 'juffrou' 'barbara' 'weed' 'dogter' 'soon'
 'vader']";275. Birth and marriage;9;120
276;"['dijken' 'doorgebroken' 'water' 'vloed' 'zeewater' 'vloet' 'plaatsen'
 'overstroomd' 'gaten' 'menschen' 'dijk' 'sluijsen' 'dijcken' 'gedreven'
 'schade' 'verdroncken' 'storm' 'doorbraak' 'ellende' 'zeedijken'
 'watervloed' 'golven' 'verdronken' 'vloeden' 'sware' 'beschadigd'
 'dammen' 'kade' 'dyken' 'daken' 'gat' 'dorpen' 'polders' 'gevaar' 'diep'
 'beesten' 'beschadigt' 'waardoor' 'kelders' 'zee' 'beschrijven' 'vergaan'
 'waeter' 'huizen' 'zeedijk' 'verongelukt' 'hooger' 'leck' 'omgekomen'
 'ebbe']";276. Floods and damage;11;118
277;"['marct' 'waeghens' 'debvoiren' 'marcten' 'ordinnaire' 'lijwaet'
 'graenmarct' 'voorseide' 'cleine' 'ghelijck' 'sacken' 'abondante'
 'landtvolck' 'connen' 'graenen' 'coopers' 'veerle' 'coorenaert' 'faulte'
 'coopen' 'grootelicx' 'lantvolck' 'disordres' 'sauden' 'vrijdagh'
 'vercoopen' 'moghen' 'deught' 'waerdeur' 'remedieren' 'daermede'
 'rijsinghe' 'veranderijnghe' 'prijse' 'disordre' 'daghelicx' 'coope'
 'onderhauden' 'voorseit' 'eenighe' 'vischmarct' 'meuken' 'quaelick'
 'lijwaeten' 'oversulcx' 'onderschreven' 'hauden' 'abondant' 'aude' 'adi']";277. Markets and grain trade;6;118
278;"['dyen' 'byde' 'gelyck' 'hoocheyt' 'overmidts' 'genoch' 'vyant' 'byden'
 'vryheyt' 'drye' 'borgerye' 'nyet' 'ghene' 'daeraff' 'gemeynen'
 'schutteryen' 'ierste' 'vynden' 'dwelck' 'gebruycken' 'lith' 'moegen'
 'peryckel' 'soe' 'gelegentheyt' 'tgene' 'vuyt' 'beloeft' 'borgeren'
 'peys' 'gemeyne' 'mogelyck' 'alnoch' 'vyanden' 'gemeyn' 'gemaect' 'vrome'
 'gemeynte' 'ingebracht' 'datmen' 'waerheyt' 'dekenen' 'persoenen'
 'kynderen' 'vry' 'eertyts' 'zake' 'catholycke' 'nochtans' 'voers']";278. Freedom and peace;13;118
279;"['vriesen' 'winter' 'vroor' 'fel' 'kout' 'begon' 'sneeuwen' 'koude'
 'gevrosen' 'ijs' 'vorst' 'gevrooren' 'gevroren' 'somer' 'ys' 'bevrosen'
 'soodat' 'coude' 'graften' 'geregent' 'weijnigh' 'sterk' 'sneeuw'
 'sulcken' 'begin' 'windt' 'vriezen' 'beginnen' 'regenen' 'duerde'
 'begonde' 'hard' 'wint' 'water' 'streng' 'deurde' 'gewassen' 'ooste'
 'geduurt' 'menschen' 'heel' 'varen' 'begonnen' 'continueerde' 'stark'
 'mensen' 'stercken' 'nagten' 'sleden' 'dick']";279. Winter and frost;1;118
280;"['overleed' 'oud' 'ouderdom' 'koortzen' 'jaar' 'naam' 'jaaren' 'oudste'
 'maanden' 'had' 'dood' 'jong' 'getrouwd' 'laatste' 'kind' 'genaamd'
 'gebooren' 'plaats' 'naderhand' 'echtgenote' 'haar' 'zoon' 'droefheid'
 'overleeden' 'overleede' 'langdurige' 'eigen' 'jongste' 'zaak' 'kreeg'
 'aard' 'huisvrouw' 'jaren' 'gegaan' 'vrouw' 'dogter' 'genoemd' 'grietman'
 'zijner' 'leeraar' 'meisje' 'makelaar' 'braaf' 'ziekte' 'dijkstra'
 'voornaam' 'doopsgezinde' 'geboren' 'staat' 'aan']";280. Death and the deceased;9;117
281;"['mater' 'susteren' 'convent' 'suster' 'pater' 'convente' 'convents'
 'jaaren' 'maant' 'begeerte' 'susters' 'geset' 'sterf' 'out' 'hat' 'gehat'
 'hoer' 'habyt' 'personen' 'genade' 'wy' 'twe' 'eerwaerde' 'siele'
 'genaampt' 'peter' 'doe' 'juffrou' 'aant' 'prior' 'nonne' 'brueder' 'na'
 'ons' 'koemen' 'hooghwde' 'werelt' 'professie' 'geleeft' 'naderhant'
 'bysonder' 'priorinne' 'bedient' 'vrou' 'drie' 'amersfoort' 'overleede'
 'mijt' 'tamsterdam' 'erstwerff']";281. Convent and nuns;4;116
282;"['dekker' 'gebooren' 'cornelis' 'jacob' 'willem' 'jansz' 'hendrik'
 'overleeden' 'ouderdom' 'sonnemans' 'dogter' 'kindere' 'jan' 'grietje'
 'besemer' 'overleede' 'gerrit' 'oud' 'cornelisz' 'oudste' 'zoon' 'corn'
 'maarten' 'willemsz' 'pietersz' 'klaas' 'jaaren' 'huijsvrou' 'maande'
 'dirck' 'weeduwe' 'fredrik' 'claes' 'dirk' 'nicolaas' 'geboren' 'claas'
 'leendert' 'aaltje' 'jonge' 'schout' 'henderik' 'pieter' 'sijmon'
 'huijsvrouw' 'getrout' 'hend' 'adriaan' 'harman' 'gerrart']";282. Names and families;9;116
283;"['hearn' 'berlin' 'pruyssen' 'minister' 'frederic' 'gerustheyd' 'mynheer'
 'zelf' 'gezeyt' 'hy' 'verzekeringe' 'my' 'aenstonts' 'myne' 'stueren'
 'congres' 'vraegen' 'hoedanigheyd' 'welken' 'daed' 'altyt' 'gedragh'
 'eyndelyk' 'antwoort' 'directelyk' 'noghtans' 'souvereyn' 'genootzaekt'
 'zaeken' 'tydingen' 'wynig' 'kloekmoedigheyd' 'uytgewerkt' 'dater' 'syne'
 'rugge' 'wyze' 'bezonderste' 'gy' 'vounck' 'gelegentheyd' 'verzekert'
 'vryheyd' 'argenteau' 'aenzien' 'morgent' 'zig' 'voorval' 'vrankryk'
 'verraed']";283. Diplomacy and Prussia;8;115
284;"['stoomboot' 'bestemd' 'engeland' 'had' 'naar' 'engelsch' 'engelsche'
 'lading' 'vervoerd' 'geld' 'harlingen' 'frankrijk' 'hollandsche' 'bekend'
 'geladen' 'echter' 'oorlog' 'werken' 'bestaan' 'gezonken' 'gemaakt'
 'vaart' 'naderhand' 'kooplieden' 'bestemming' 'holland' 'werd' 'gaan'
 'wierd' 'terug' 'werk' 'schipper' 'amerika' 'deze' 'reeds' 'tijd' 'varen'
 'havens' 'leggen' 'enz' 'oorlogschepen' 'eerlang' 'maas' 'gevoerd' 'kon'
 'gesteld' 'plaatsen' 'gemeld' 'schippers' 'genaamd']";284. Steamship, cargo, loss;6;114
285;"['junii' 'julii' 'hanswijck' 'mechelen' 'rombout' 'welcke' 'rombouts'
 'synde' 'kerck' 'syn' 'wirdt' 'welcken' 'maestrigt' 'silvere' 'gewesene'
 'lincker' 'gestelt' 'hooghmisse' 'waer' 'ondertuschen' 'cavallery'
 'stuck' 'gelijck' 'welck' 'wirden' 'daeghs' 'gaende' 'welckers'
 'lovensche' 'derwarts' 'parochie' 'gudula' 'vergeselschapt' 'deure'
 'beeldt' 'coninglijcke' 'ower' 'coningen' 'selve' 'maendt' 'silver'
 'witten' 'menighte' 'wegh' 'dagh' 'predickheeren' 'coningh' 'gegaen'
 'getransporteert' 'sekeren']";285. Church and procession;4;114
286;"['stavoren' 'sleeden' 'enkhuisen' 'paarden' 'ijs' 'paard' 'zuiderzee'
 'enkhuizen' 'schaatzen' 'reed' 'gereeden' 'schaatsen' 'sleden' 'naar'
 'harlingen' 'slee' 'plaatsen' 'gebruikt' 'wagens' 'sleed' 'heen' 'kwamen'
 'dokkum' 'verscheidene' 'enkhuijzen' 'tent' 'sterk' 'reis' 'vervoerd'
 'vroor' 'geplaatst' 'maas' 'aangevoerd' 'aldaar' 'gebruiken' 'plaatzen'
 'gevroren' 'enkhuijsen' 'bevroren' 'uit' 'vriezen' 'aangekomen'
 'friesland' 'gereden' 'allerlei' 'alwaar' 'scheveningen' 'buiten'
 'opgezet' 'digt']";286. Winter and ice (skating);1;113
287;"['verkiezen' 'boon' 'verkiezing' 'vroedschappen' 'perzoonen' 'regeering'
 'verzogt' 'verpligt' 'vroedschap' 'dezelven' 'burgemeesteren' 'zaaken'
 'stemmen' 'prezident' 'vacature' 'perzoon' 'stem' 'burgem' 'bepaalde'
 'derzelver' 'verzoek' 'zodanige' 'aangesteld' 'vroedschaps' 'daartoe'
 'voortaan' 'welke' 'naam' 'echter' 'perzonen' 'ieder' 'directeuren'
 'gequalificeerde' 'wijze' 'regeerende' 'regenten' 'burgerij' 'kiezen'
 'burger' 'zaak' 'burgermeesteren' 'mogten' 'deeze' 'ampten' 'burgers'
 'geordonneerd' 'mogte' 'wyders' 'geresolveerd' 'kerkenraad']";287. Elections of mayors and vroedschap;7;113
288;"['dyle' 'vaert' 'diestersche' 'thiensche' 'aenbesteed' 'kleyne' 'bynaer'
 'brusselsche' 'invaliden' 'langhs' 'bruggen' 'muer' 'grond' 'vesten'
 'bezig' 'leggen' 'bouwen' 'straet' 'kant' 'gat' 'mueren' 'gemaekt'
 'dater' 'vercogt' 'nevens' 'geertruyden' 'sas' 'gebouwt' 'reght'
 'steenweg' 'loopt' 'maeken' 'werk' 'steen' 'bouw' 'gaet' 'breed'
 'steenwegh' 'werklieden' 'kleyn' 'steenen' 'wooninge' 'voorby' 'langs'
 'zuyden' 'lincker' 'publiekelyk' 'gelegen' 'voituren' 'buyten']";288. City infrastructure;5;113
289;"['kaas' 'markt' 'koopen' 'kooplieden' 'burgereij' 'huijslieden' 'guld'
 'purmerende' 'markten' 'gewogen' 'geld' 'marktdag' 'gld' 'verkogt'
 'verkoopen' 'negotie' 'gekogt' 'verkoop' 'edam' 'rato' 'waag' 'koop'
 'duur' 'haare' 'tijd' 'alleenig' 'heefd' 'nogthans' 'koopers' 'krijgen'
 'geene' 'purmerend' 'kronijk' 'bestaan' 'voorgem' 'partij' 'heb' 'gemeld'
 'prijs' 'stadshuijs' 'varkens' 'prijzen' 'eijndelijk' 'biggen' 'betaald'
 'perzoonen' 'boter' 'ijgelijk' 'maar' 'deze']";289. Market and trade;6;113
290;"['prefekt' 'besluit' 'haag' 'departement' 'benoemd' 'get' 'arrondissement'
 'bekend' 'bijlage' 'geteekend' 'vide' 'kanton' 'provisioneele'
 'bevolking' 'municipaliteit' 'gesteld' 'ingezetenen' 'maire' 'prefect'
 'overeenkomstig' 'besluyt' 'conscrits' 'verdeeld' 'pagina' 'kennis'
 'zorg' 'stad' 'goedgekeurd' 'conscriptie' 'communen' 'raad' 'deze'
 'rigten' 'geleverd' 'bestuur' 'welke' 'daartoe' 'generaal' 'reeds'
 'monden' 'iedere' 'orde' 'behelzende' 'zaak' 'einde' 'goedkeuring' 'had'
 'voorbeeld' 'ingerigt' 'administratie']";290. Administrative decisions and elections;3;112
291;"['isabella' 'albertus' 'clara' 'infante' 'spagnien' 'hertogh' 'philippus'
 'oostenryk' 'aertshertog' 'isabelle' 'spaeignen' 'aerts' 'naem'
 'doorluchtigen' 'oostenryck' 'hoocheden' 'hertoghdom' 'haeren' 'maria'
 'doghter' 'haere' 'christina' 'ferdinandus' 'marie' 'hertoginne'
 'doorluchtige' 'syne' 'teschen' 'souvereyniteyt' 'carel' 'carolus'
 'oostenrijck' 'besworen' 'margareta' 'elisabeth' 'joanna' 'maximilianus'
 'majesteyt' 'aen' 'throon' 'koningh' 'doorluchtighe' 'synen' 'sone'
 'koninglyken' 'casimirus' 'nederlanden' 'erfgenaem' 'theresia' 'genoemt']";291. Royal families and heirs;12;112
292;"['gevang' 'veroordeelt' 'vonnis' 'tribunal' 'verwezen' 'francs'
 'veroordeeld' 'proces' 'instantie' 'arrondissement' 'crimineel'
 'francies' 'gecondemneert' 'zittinge' 'straffe' 'conscriptie' 'besluyt'
 'police' 'boet' 'versteken' 'gevonnist' 'gend' 'dendermonde' 'centimen'
 'gestraft' 'gevangenisse' 'begaen' 'departement' 'deserteur' 'laestleden'
 'boete' 'raed' 'kosten' 'persoon' 'gevangenis' 'executie' 'crimineele'
 'eygenaer' 'floreal' 'overtreders' 'correctiehuijs' 'sententie' 'materie'
 'conscrits' 'centimes' 'rechter' 'maire' 'koetsier' 'criminele'
 'uytgesproken']";292. Legal convictions, sentences and fines;15;112
293;"['vergaan' 'stranden' 'storm' 'texel' 'zwaare' 'waardoor' 'schadens'
 'veroorzaakt' 'kust' 'oorlog' 'gelukkig' 'zwaar' 'verongelukt' 'dijken'
 'strand' 'aangebragt' 'nederlandse' 'vloed' 'geraakt' 'zee' 'gevaar'
 'scheepen' 'gezonken' 'ongelukken' 'aanmerkelijke' 'huizen' 'beschadigd'
 'havens' 'berigten' 'groningerland' 'boord' 'schoorsteenen' 'gered'
 'plaatsen' 'plaatzen' 'geborgen' 'verdronken' 'verschrikkelijk' 'vloot'
 'rampen' 'vernield' 'ver' 'oorlogschepen' 'ontstond' 'engelse' 'kusten'
 'echter' 'waar' 'lading' 'waarvan']";293. Coastal disasters;11;111
294;"['classis' 'delff' 'claesz' 'delfshaven' 'sijnode' 'schieland' 'beroep'
 'ontslaan' 'vorder' 'burgemeesteren' 'soeken' 'kerkelijke' 'gevraagt'
 'saek' 'dijckgraeff' 'sodanige' 'derhalven' 'antwoord' 'hen' 'predicant'
 'vurts' 'laten' 'geregte' 'sulx' 'schriftelijke' 'beroeping'
 'gedeputeerden' 'jacopsen' 'burgemeesters' 'soude' 'woord' 'communiceren'
 'twelk' 'geschrifte' 'verklaringe' 'versoek' 'versogt' 'hoove' 'saeck'
 'dewijle' 'endie' 'antwoorden' 'versoeken' 'wettige' 'bedieninge' 'sulxs'
 'willen' 'aenhooren' 'beveelen' 'beroepen']";294. Church appointments;4;111
295;"['luit' 'luitenant' 'vendrig' 'vaandel' 'vaandrig' 'beek' 'plaatze'
 'leendert' 'demissie' 'kapitein' 'crijgsraat' 'kluit' 'captein' 'joh'
 'aangestelt' 'andel' 'fauvarcq' 'luitenants' 'corn' 'hoyer' 'blauwe'
 'ary' 'capitein' 'aanstellen' 'gem' 'capiteinen' 'vendel' 'agtb'
 'hendrik' 'plaats' 'dhr' 'burgerije' 'manhaften' 'aanstelling' 'oranje'
 'aangesteld' 'geeligeert' 'burgermr' 'desselfs' 'qualiteit' 'jacob'
 'adelborsten' 'sandifort' 'considiratien' 'præses' 'krijgsraad' 'dirk'
 'præsident' 'vroedschap' 'uit']";295. Military appointments;16;110
296;"['castel' 'rodrigo' 'exellentie' 'eta' 'spaingien' 'catholicke' 'marquis'
 'bruijssel' 'ma' 'etca' 'brijngen' 'vranckerijcke' 'tijdijnge'
 'ambasadeur' 'marseren' 'daten' 'cattholijcke' 'wonsdach' 'inhaut'
 'sijne' 'saude' 'proventien' 'gunierde' 'expressen' 'bruijsel'
 'naervolgende' 'advijs' 'graefschaep' 'wesen' 'voorseijde' 'parlament'
 'sauden' 'cavalerije' 'stilstant' 'raeckende' 'anden' 'gheaccordeert'
 'caracena' 'christelicke' 'maijesteijt' 'heijlicheijt' 'hoocheijt'
 'aecken' 'gheresolveert' 'vuijt' 'saecken' 'vertreck' 'zaecken'
 'dewelcke' 'pais']";296. Diplomatic affairs;8;109
297;"['gedaagdens' 'contra' 'impetrant' 'mandament' 'fiat' 'verthonen'
 'regeerders' 'haarlem' 'dordrecht' 'appel' 'gouda' 'burgermeesteren'
 'monnikendam' 'reverentelijk' 'middelburg' 'regierders' 'alkmaar'
 'gorinchem' 'delft' 'burgemeesteren' 'holland' 'zeeland' 'enkhuizen'
 'versoeken' 'raade' 'reformatie' 'ut' 'adriaan' 'geeven' 'veere'
 'schagen' 'amsterdam' 'suis' 'edam' 'schiedam' 'leijden' 'burgemeester'
 'provinciaal' 'hendrik' 'raad' 'schoonhoven' 'jacob' 'leiden' 'sonnemans'
 'etiam' 'steede' 'mitsgaders' 'hage' 'eenre' 'oudewater']";297. Legal disputes;3;109
298;"['correctiehuijs' 'begaene' 'faiten' 'gegeesselt' 'gecondemneert'
 'geapparendeert' 'landthuijs' 'straffe' 'begaen' 'geexecuteert'
 'gebannen' 'vierschaere' 'dieften' 'schavot' 'vangenisse' 'sententie'
 'verwesen' 'hiervooren' 'vrijen' 'moogt' 'dere' 'galge' 'beweegt'
 'diefte' 'scherprechter' 'vermelt' 'slaegen' 'geboortig' 'eijnden'
 'exempel' 'gewillig' 'strop' 'jaeren' 'tijdt' 'voorseker' 'stijle'
 'detentie' 'beleden' 'crimineel' 'gewoont' 'egte' 'vangenis' 'gemakt'
 'toenaem' 'justitie' 'barge' 'bekentenisse' 'oudt' 'merckelijcke'
 'waeraen']";298. Crime and punishment;15;109
299;"['carilion' 'naermiddag' 'saeg' 'zaeg' 'geluijt' 'gespeelt' 'vruegt'
 'onophoudelijk' 'speelen' 'klokken' 'pligtigheijd' 'decadi' 'geduerende'
 'uijtvoer' 'menige' 'gemakt' 'avons' 'goon' 'verscheijde' 'gelijckelijk'
 'zooals' 'hiervooren' 'mart' 'gevolgentlijk' 'nogtans' 'geillumineert'
 'eenider' 'genoegsaem' 'bijnae' 'gesien' 'gaset' 'duijsenden' 'gasette'
 'heele' 'oorsaek' 'uren' 'pligtigheden' 'overgroot' 'aengemelt' 'vermelt'
 'alom' 'teweeg' 'wordende' 'behalvens' 'vranrijk' 'geeijndigt' 'heelen'
 'verbreijt' 'gewoonte' 'martdag']";299. Music and entertainment;10;108
300;"['amst' 'verkopen' 'party' 'may' 'maendag' 'huyze' 'koop' 'herberg'
 'leggende' 'uuren' 'woensdag' 'tabak' 'donderdag' 'kopen' 'saturdag'
 'vrydag' 'geld' 'amstel' 'na' 'markt' 'ossen' 'ruym' 'logement' 'notitie'
 'nevens' 'dingsdag' 'gem' 'winkel' 'betaald' 'stuk' 'hoek' 'verkoopen'
 'duym' 'ouds' 'nader' 'huur' 'gemeld' 'huize' 'bestaande' 'goud'
 'perceel' 'eygendom' 'stuks' 'gaande' 'lopende' 'verkogt' 'boedel'
 'amsterd' 'welke' 'comptoire']";300. Sales market;6;108
301;"['pene' 'gestraft' 'ordonneren' 'eysch' 'geemaneert' 'gestatueert'
 'iegelyk' 'stoorders' 'penen' 'verbieden' 'overtreders' 'ordonnerende'
 'ordonnantien' 'gene' 'boete' 'arbitraire' 'diergelyke' 'verbiedende'
 'patrouillen' 'exigentie' 'onheylen' 'zaeke' 'voorkomen' 'correctie'
 'zullen' 'verblyven' 'aengehouden' 'uytwerkinge' 'directelyk'
 'herbergiers' 'verbeuren' 'publieke' 'maetregelen' 'worden' 'eeniger'
 'herbergen' 'ordonneert' 'bevelen' 'bevinden' 'eenig' 'myne' 'boeten'
 'zal' 'verboden' 'eygenaers' 'mogen' 'kenbaer' 'discoursen' 'ingevalle'
 'ordonnantie']";301. Law enforcement;15;107
302;"['korven' 'bijen' 'korf' 'aardappels' 'daarvan' 'thans' 'gehaald'
 'daarmede' 'krijgen' 'maar' 'heb' 'moeite' 'staan' 'week' 'trouwens'
 'heide' 'uitgebroken' 'waarvan' 'kleine' 'bestaan' 'echter' 'dagelijks'
 'weinig' 'aardappelen' 'werkzaam' 'maaijers' 'gedaan' 'naderhand'
 'daarom' 'kost' 'daartoe' 'sommigen' 'haalden' 'daardoor' 'hedenmorgen'
 'datze' 'kon' 'tothiertoe' 'wijl' 'voorraad' 'zulk' 'goed' 'daaruit'
 'steeds' 'uitmuntend' 'eigen' 'waartoe' 'onleegtijd' 'muizen' 'gegaan']";302. Potato harvest;6;107
303;"['diefte' 'begaen' 'gestolen' 'dieven' 'opengebroken' 'dieften' 'huyze'
 'winkel' 'dief' 'bestolen' 'medegenomen' 'franken' 'geapparendeert'
 'gevonden' 'braeken' 'gevang' 'effecten' 'genaemd' 'ontdekt'
 'correctiehuijs' 'begaene' 'herberg' 'merckelijcke' 'geld' 'veroordeeld'
 'had' 'huijse' 'faiten' 'nagt' 'verborgen' 'morgend' 'woonende'
 'juweelen' 'geopend' 'waerschijnelijk' 'venster' 'parochie' 'papieren'
 'bestaen' 'knegt' 'kleyne' 'zilver' 'zyne' 'gevangenis' 'gepleegd'
 'sieur' 'kassen' 'laestleden' 'dadelyk' 'slaegen']";303. Theft;15;106
304;"['duijm' 'dik' 'ijs' 'duijmen' 'vroor' 'gevrooren' 'dikte' 'vriezen'
 'duim' 'bevroren' 'gevroren' 'maar' 'voeten' 'laag' 'paard' 'gebruikt'
 'heen' 'digt' 'sterk' 'dick' 'stark' 'hoogte' 'plaatsen' 'gesneeuwd'
 'voet' 'staan' 'duym' 'gehele' 'tijd' 'diep' 'duimen' 'sleed' 'dooi'
 'etmaal' 'schaatzen' 'breed' 'waardoor' 'slee' 'gemaakt' 'dwars' 'eijs'
 'gebruiken' 'turf' 'thans' 'maakt' 'vaart' 'hard' 'sleeden' 'amstel'
 'echter']";304. Ice and frost;1;106
